stage,step,tau,sigma_tau,mse_x1,task,image,method
0,6,0.666,nan,608.0322265625,box_inpainting,junco,wls
0,7,0.777,nan,4443.853515625,box_inpainting,junco,wls
0,8,0.888,nan,45989.609375,box_inpainting,junco,wls
0,9,0.999,nan,689224.75,box_inpainting,junco,wls
1,0,0.0,nan,143130.609375,box_inpainting,junco,wls
1,1,0.111,nan,266085.34375,box_inpainting,junco,wls
1,2,0.222,nan,577235.875,box_inpainting,junco,wls
1,3,0.333,nan,1472159.5,box_inpainting,junco,wls
1,4,0.444,nan,4429084.0,box_inpainting,junco,wls
1,5,0.555,nan,15699692.0,box_inpainting,junco,wls
1,6,0.666,nan,65175616.0,box_inpainting,junco,wls
1,7,0.777,nan,313607360.0,box_inpainting,junco,wls
1,8,0.888,nan,1724602112.0,box_inpainting,junco,wls
1,9,0.999,nan,10658581504.0,box_inpainting,junco,wls
2,0,0.0,nan,4298334720.0,box_inpainting,junco,wls
2,1,0.111,nan,6167398400.0,box_inpainting,junco,wls
2,2,0.222,nan,9180777472.0,box_inpainting,junco,wls
2,3,0.333,nan,14101855232.0,box_inpainting,junco,wls
2,4,0.444,nan,22207184896.0,box_inpainting,junco,wls
2,5,0.555,nan,35596312576.0,box_inpainting,junco,wls
2,6,0.666,nan,57635831808.0,box_inpainting,junco,wls
2,7,0.777,nan,93541195776.0,box_inpainting,junco,wls
2,8,0.888,nan,151058841600.0,box_inpainting,junco,wls
2,9,0.999,nan,241214390272.0,box_inpainting,junco,wls
3,0,0.0,nan,135428374528.0,box_inpainting,junco,wls
3,1,0.111,nan,134869704704.0,box_inpainting,junco,wls
3,2,0.222,nan,134218645504.0,box_inpainting,junco,wls
3,3,0.333,nan,133435056128.0,box_inpainting,junco,wls
3,4,0.444,nan,132482228224.0,box_inpainting,junco,wls
3,5,0.555,nan,131329245184.0,box_inpainting,junco,wls
3,6,0.666,nan,129955725312.0,box_inpainting,junco,wls
3,7,0.777,nan,128369516544.0,box_inpainting,junco,wls
3,8,0.888,nan,126755209216.0,box_inpainting,junco,wls
3,9,0.999,nan,126754996224.0,box_inpainting,junco,wls
0,0,0.0,nan,0.019003231078386307,box_inpainting,junco,model
0,1,0.111,nan,0.0209612175822258,box_inpainting,junco,model
0,2,0.222,nan,0.023087337613105774,box_inpainting,junco,model
0,3,0.333,nan,0.025378912687301636,box_inpainting,junco,model
0,4,0.444,nan,0.025187861174345016,box_inpainting,junco,model
0,5,0.555,nan,0.023197822272777557,box_inpainting,junco,model
0,6,0.666,nan,0.021655436605215073,box_inpainting,junco,model
0,7,0.777,nan,0.02000061608850956,box_inpainting,junco,model
0,8,0.888,nan,0.018439849838614464,box_inpainting,junco,model
0,9,0.999,nan,0.018232304602861404,box_inpainting,junco,model
1,0,0.0,nan,0.018182547762989998,box_inpainting,junco,model
1,1,0.111,nan,0.019523492082953453,box_inpainting,junco,model
1,2,0.222,nan,0.019009459763765335,box_inpainting,junco,model
1,3,0.333,nan,0.020833415910601616,box_inpainting,junco,model
1,4,0.444,nan,0.02062366157770157,box_inpainting,junco,model
1,5,0.555,nan,0.020833417773246765,box_inpainting,junco,model
1,6,0.666,nan,0.020416822284460068,box_inpainting,junco,model
1,7,0.777,nan,0.021950578317046165,box_inpainting,junco,model
1,8,0.888,nan,0.02733791433274746,box_inpainting,junco,model
1,9,0.999,nan,0.03128788620233536,box_inpainting,junco,model
2,0,0.0,nan,0.03025716543197632,box_inpainting,junco,model
2,1,0.111,nan,0.03211177513003349,box_inpainting,junco,model
2,2,0.222,nan,0.034547109156847,box_inpainting,junco,model
2,3,0.333,nan,0.035744450986385345,box_inpainting,junco,model
2,4,0.444,nan,0.03642244637012482,box_inpainting,junco,model
2,5,0.555,nan,0.03731011971831322,box_inpainting,junco,model
2,6,0.666,nan,0.038673512637615204,box_inpainting,junco,model
2,7,0.777,nan,0.04026758298277855,box_inpainting,junco,model
2,8,0.888,nan,0.041826825588941574,box_inpainting,junco,model
2,9,0.999,nan,0.04385862872004509,box_inpainting,junco,model
3,0,0.0,nan,0.04353862255811691,box_inpainting,junco,model
3,1,0.111,nan,0.04327438399195671,box_inpainting,junco,model
3,2,0.222,nan,0.04330700263381004,box_inpainting,junco,model
3,3,0.333,nan,0.04374831169843674,box_inpainting,junco,model
3,4,0.444,nan,0.0441209077835083,box_inpainting,junco,model
3,5,0.555,nan,0.04441449046134949,box_inpainting,junco,model
3,6,0.666,nan,0.044605743139982224,box_inpainting,junco,model
3,7,0.777,nan,0.0446624718606472,box_inpainting,junco,model
3,8,0.888,nan,0.0446205660700798,box_inpainting,junco,model
3,9,0.999,nan,0.04462210088968277,box_inpainting,junco,model
0,0,0.0,1.0,0.04273861646652222,box_inpainting,junco,alg2
0,1,0.111,0.9722500000000001,0.04848068580031395,box_inpainting,junco,alg2
0,2,0.222,0.9445,0.05375978350639343,box_inpainting,junco,alg2
0,3,0.333,0.9167500000000001,0.08654861152172089,box_inpainting,junco,alg2
0,4,0.444,0.889,0.16621443629264832,box_inpainting,junco,alg2
0,5,0.555,0.86125,0.36422833800315857,box_inpainting,junco,alg2
0,6,0.666,0.8335,0.679190993309021,box_inpainting,junco,alg2
0,7,0.777,0.80575,1.1258846521377563,box_inpainting,junco,alg2
0,8,0.888,0.778,1.3790969848632812,box_inpainting,junco,alg2
0,9,0.999,0.75025,1.4531638622283936,box_inpainting,junco,alg2
1,0,0.0,0.8571428571428572,3.038888692855835,box_inpainting,junco,alg2
1,1,0.111,0.8175000000000001,2.747051954269409,box_inpainting,junco,alg2
1,2,0.222,0.7778571428571429,2.2446467876434326,box_inpainting,junco,alg2
1,3,0.333,0.7382142857142858,1.7362148761749268,box_inpainting,junco,alg2
1,4,0.444,0.6985714285714286,1.424884557723999,box_inpainting,junco,alg2
1,5,0.555,0.6589285714285714,1.2897162437438965,box_inpainting,junco,alg2
1,6,0.666,0.6192857142857142,1.1029298305511475,box_inpainting,junco,alg2
1,7,0.777,0.5796428571428571,0.9071797132492065,box_inpainting,junco,alg2
1,8,0.888,0.54,0.7416138052940369,box_inpainting,junco,alg2
1,9,0.999,0.5003571428571428,0.6232914924621582,box_inpainting,junco,alg2
2,0,0.0,0.6666666666666667,0.9226162433624268,box_inpainting,junco,alg2
2,1,0.111,0.6204166666666668,1.8902003765106201,box_inpainting,junco,alg2
2,2,0.222,0.5741666666666667,2.7924649715423584,box_inpainting,junco,alg2
2,3,0.333,0.5279166666666668,2.1164422035217285,box_inpainting,junco,alg2
2,4,0.444,0.48166666666666674,1.4514777660369873,box_inpainting,junco,alg2
2,5,0.555,0.4354166666666667,0.9333710074424744,box_inpainting,junco,alg2
2,6,0.666,0.38916666666666666,0.6326221823692322,box_inpainting,junco,alg2
2,7,0.777,0.34291666666666665,0.4479691684246063,box_inpainting,junco,alg2
2,8,0.888,0.2966666666666667,0.33858418464660645,box_inpainting,junco,alg2
2,9,0.999,0.2504166666666667,0.26933521032333374,box_inpainting,junco,alg2
3,0,0.0,0.3999999999999999,0.45144161581993103,box_inpainting,junco,alg2
3,1,0.111,0.3555999999999999,0.3869953751564026,box_inpainting,junco,alg2
3,2,0.222,0.3111999999999999,0.3351243734359741,box_inpainting,junco,alg2
3,3,0.333,0.2668,0.29597246646881104,box_inpainting,junco,alg2
3,4,0.444,0.22239999999999996,0.2719871401786804,box_inpainting,junco,alg2
3,5,0.555,0.17799999999999994,0.25554558634757996,box_inpainting,junco,alg2
3,6,0.666,0.13359999999999997,0.24773572385311127,box_inpainting,junco,alg2
3,7,0.777,0.08919999999999997,0.24364948272705078,box_inpainting,junco,alg2
3,8,0.888,0.044799999999999986,0.24249492585659027,box_inpainting,junco,alg2
3,9,0.999,0.0004000000000000003,0.24249492585659027,box_inpainting,junco,alg2
0,0,0.0,nan,1.5808557271957397,box_inpainting,lakeside_beach,wls
0,1,0.111,nan,2.130434513092041,box_inpainting,lakeside_beach,wls
0,2,0.222,nan,3.4842984676361084,box_inpainting,lakeside_beach,wls
0,3,0.333,nan,6.823925018310547,box_inpainting,lakeside_beach,wls
0,4,0.444,nan,18.8692684173584,box_inpainting,lakeside_beach,wls
0,5,0.555,nan,89.69145202636719,box_inpainting,lakeside_beach,wls
0,6,0.666,nan,492.24005126953125,box_inpainting,lakeside_beach,wls
0,7,0.777,nan,3629.134765625,box_inpainting,lakeside_beach,wls
0,8,0.888,nan,37745.1640625,box_inpainting,lakeside_beach,wls
0,9,0.999,nan,566988.875,box_inpainting,lakeside_beach,wls
1,0,0.0,nan,117717.0,box_inpainting,lakeside_beach,wls
1,1,0.111,nan,218877.625,box_inpainting,lakeside_beach,wls
1,2,0.222,nan,474895.59375,box_inpainting,lakeside_beach,wls
1,3,0.333,nan,1211281.875,box_inpainting,lakeside_beach,wls
1,4,0.444,nan,3644492.75,box_inpainting,lakeside_beach,wls
1,5,0.555,nan,12919051.0,box_inpainting,lakeside_beach,wls
1,6,0.666,nan,53633144.0,box_inpainting,lakeside_beach,wls
1,7,0.777,nan,258069536.0,box_inpainting,lakeside_beach,wls
1,8,0.888,nan,1419184640.0,box_inpainting,lakeside_beach,wls
1,9,0.999,nan,8770985984.0,box_inpainting,lakeside_beach,wls
2,0,0.0,nan,3537126144.0,box_inpainting,lakeside_beach,wls
2,1,0.111,nan,5075185152.0,box_inpainting,lakeside_beach,wls
2,2,0.222,nan,7554903552.0,box_inpainting,lakeside_beach,wls
2,3,0.333,nan,11604470784.0,box_inpainting,lakeside_beach,wls
2,4,0.444,nan,18274365440.0,box_inpainting,lakeside_beach,wls
2,5,0.555,nan,29292298240.0,box_inpainting,lakeside_beach,wls
2,6,0.666,nan,47428657152.0,box_inpainting,lakeside_beach,wls
2,7,0.777,nan,76975226880.0,box_inpainting,lakeside_beach,wls
2,8,0.888,nan,124306538496.0,box_inpainting,lakeside_beach,wls
2,9,0.999,nan,198495600640.0,box_inpainting,lakeside_beach,wls
3,0,0.0,nan,111444221952.0,box_inpainting,lakeside_beach,wls
3,1,0.111,nan,110984495104.0,box_inpainting,lakeside_beach,wls
3,2,0.222,nan,110448738304.0,box_inpainting,lakeside_beach,wls
3,3,0.333,nan,109803921408.0,box_inpainting,lakeside_beach,wls
3,4,0.444,nan,109019840512.0,box_inpainting,lakeside_beach,wls
3,5,0.555,nan,108071043072.0,box_inpainting,lakeside_beach,wls
3,6,0.666,nan,106940776448.0,box_inpainting,lakeside_beach,wls
3,7,0.777,nan,105635471360.0,box_inpainting,lakeside_beach,wls
3,8,0.888,nan,104307064832.0,box_inpainting,lakeside_beach,wls
3,9,0.999,nan,104306892800.0,box_inpainting,lakeside_beach,wls
0,0,0.0,nan,0.012123817577958107,box_inpainting,lakeside_beach,model
0,1,0.111,nan,0.010137955658137798,box_inpainting,lakeside_beach,model
0,2,0.222,nan,0.010291004553437233,box_inpainting,lakeside_beach,model
0,3,0.333,nan,0.009881578385829926,box_inpainting,lakeside_beach,model
0,4,0.444,nan,0.008360113948583603,box_inpainting,lakeside_beach,model
0,5,0.555,nan,0.007509190589189529,box_inpainting,lakeside_beach,model
0,6,0.666,nan,0.005669018253684044,box_inpainting,lakeside_beach,model
0,7,0.777,nan,0.005188359413295984,box_inpainting,lakeside_beach,model
0,8,0.888,nan,0.004818443208932877,box_inpainting,lakeside_beach,model
0,9,0.999,nan,0.004589257761836052,box_inpainting,lakeside_beach,model
1,0,0.0,nan,0.005207429639995098,box_inpainting,lakeside_beach,model
1,1,0.111,nan,0.0051739271730184555,box_inpainting,lakeside_beach,model
1,2,0.222,nan,0.004977285396307707,box_inpainting,lakeside_beach,model
1,3,0.333,nan,0.005052294582128525,box_inpainting,lakeside_beach,model
1,4,0.444,nan,0.004982647951692343,box_inpainting,lakeside_beach,model
1,5,0.555,nan,0.005130046978592873,box_inpainting,lakeside_beach,model
1,6,0.666,nan,0.005448074080049992,box_inpainting,lakeside_beach,model
1,7,0.777,nan,0.005233279895037413,box_inpainting,lakeside_beach,model
1,8,0.888,nan,0.005427700467407703,box_inpainting,lakeside_beach,model
1,9,0.999,nan,0.006225425750017166,box_inpainting,lakeside_beach,model
2,0,0.0,nan,0.008220301009714603,box_inpainting,lakeside_beach,model
2,1,0.111,nan,0.00848389696329832,box_inpainting,lakeside_beach,model
2,2,0.222,nan,0.009154165163636208,box_inpainting,lakeside_beach,model
2,3,0.333,nan,0.00929951947182417,box_inpainting,lakeside_beach,model
2,4,0.444,nan,0.009647795930504799,box_inpainting,lakeside_beach,model
2,5,0.555,nan,0.010241687297821045,box_inpainting,lakeside_beach,model
2,6,0.666,nan,0.01065536867827177,box_inpainting,lakeside_beach,model
2,7,0.777,nan,0.011151423677802086,box_inpainting,lakeside_beach,model
2,8,0.888,nan,0.011866319924592972,box_inpainting,lakeside_beach,model
2,9,0.999,nan,0.012589840218424797,box_inpainting,lakeside_beach,model
3,0,0.0,nan,0.012826180085539818,box_inpainting,lakeside_beach,model
3,1,0.111,nan,0.012708502821624279,box_inpainting,lakeside_beach,model
3,2,0.222,nan,0.012701354920864105,box_inpainting,lakeside_beach,model
3,3,0.333,nan,0.01270478218793869,box_inpainting,lakeside_beach,model
3,4,0.444,nan,0.012778272852301598,box_inpainting,lakeside_beach,model
3,5,0.555,nan,0.01280478946864605,box_inpainting,lakeside_beach,model
3,6,0.666,nan,0.012754782103002071,box_inpainting,lakeside_beach,model
3,7,0.777,nan,0.012678233906626701,box_inpainting,lakeside_beach,model
3,8,0.888,nan,0.012512736022472382,box_inpainting,lakeside_beach,model
3,9,0.999,nan,0.01251433789730072,box_inpainting,lakeside_beach,model
0,0,0.0,1.0,0.01989542506635189,box_inpainting,lakeside_beach,alg2
0,1,0.111,0.9722500000000001,0.018529027700424194,box_inpainting,lakeside_beach,alg2
0,2,0.222,0.9445,0.020120643079280853,box_inpainting,lakeside_beach,alg2
0,3,0.333,0.9167500000000001,0.023509297519922256,box_inpainting,lakeside_beach,alg2
0,4,0.444,0.889,0.030521942302584648,box_inpainting,lakeside_beach,alg2
0,5,0.555,0.86125,0.045715659856796265,box_inpainting,lakeside_beach,alg2
0,6,0.666,0.8335,0.0656968280673027,box_inpainting,lakeside_beach,alg2
0,7,0.777,0.80575,0.09155865013599396,box_inpainting,lakeside_beach,alg2
0,8,0.888,0.778,0.12768706679344177,box_inpainting,lakeside_beach,alg2
0,9,0.999,0.75025,0.17771965265274048,box_inpainting,lakeside_beach,alg2
1,0,0.0,0.8571428571428572,2.9098973274230957,box_inpainting,lakeside_beach,alg2
1,1,0.111,0.8175000000000001,2.6427161693573,box_inpainting,lakeside_beach,alg2
1,2,0.222,0.7778571428571429,2.213730573654175,box_inpainting,lakeside_beach,alg2
1,3,0.333,0.7382142857142858,1.7301583290100098,box_inpainting,lakeside_beach,alg2
1,4,0.444,0.6985714285714286,1.3791615962982178,box_inpainting,lakeside_beach,alg2
1,5,0.555,0.6589285714285714,1.2099995613098145,box_inpainting,lakeside_beach,alg2
1,6,0.666,0.6192857142857142,1.011088252067566,box_inpainting,lakeside_beach,alg2
1,7,0.777,0.5796428571428571,0.8546924591064453,box_inpainting,lakeside_beach,alg2
1,8,0.888,0.54,0.7136082053184509,box_inpainting,lakeside_beach,alg2
1,9,0.999,0.5003571428571428,0.6199683547019958,box_inpainting,lakeside_beach,alg2
2,0,0.0,0.6666666666666667,0.9317209124565125,box_inpainting,lakeside_beach,alg2
2,1,0.111,0.6204166666666668,1.9313523769378662,box_inpainting,lakeside_beach,alg2
2,2,0.222,0.5741666666666667,2.7053489685058594,box_inpainting,lakeside_beach,alg2
2,3,0.333,0.5279166666666668,2.091867208480835,box_inpainting,lakeside_beach,alg2
2,4,0.444,0.48166666666666674,1.4324910640716553,box_inpainting,lakeside_beach,alg2
2,5,0.555,0.4354166666666667,0.9295972585678101,box_inpainting,lakeside_beach,alg2
2,6,0.666,0.38916666666666666,0.6336614489555359,box_inpainting,lakeside_beach,alg2
2,7,0.777,0.34291666666666665,0.4513797163963318,box_inpainting,lakeside_beach,alg2
2,8,0.888,0.2966666666666667,0.339885950088501,box_inpainting,lakeside_beach,alg2
2,9,0.999,0.2504166666666667,0.2706219553947449,box_inpainting,lakeside_beach,alg2
3,0,0.0,0.3999999999999999,0.45662543177604675,box_inpainting,lakeside_beach,alg2
3,1,0.111,0.3555999999999999,0.39296436309814453,box_inpainting,lakeside_beach,alg2
3,2,0.222,0.3111999999999999,0.3432058095932007,box_inpainting,lakeside_beach,alg2
3,3,0.333,0.2668,0.30604588985443115,box_inpainting,lakeside_beach,alg2
3,4,0.444,0.22239999999999996,0.27981239557266235,box_inpainting,lakeside_beach,alg2
3,5,0.555,0.17799999999999994,0.26365241408348083,box_inpainting,lakeside_beach,alg2
3,6,0.666,0.13359999999999997,0.2559296488761902,box_inpainting,lakeside_beach,alg2
3,7,0.777,0.08919999999999997,0.2512063980102539,box_inpainting,lakeside_beach,alg2
3,8,0.888,0.044799999999999986,0.24968183040618896,box_inpainting,lakeside_beach,alg2
3,9,0.999,0.0004000000000000003,0.24968183040618896,box_inpainting,lakeside_beach,alg2
0,0,0.0,nan,1.859978437423706,box_inpainting,sea_anemone,wls
0,1,0.111,nan,2.4749083518981934,box_inpainting,sea_anemone,wls
0,2,0.222,nan,3.977663040161133,box_inpainting,sea_anemone,wls
0,3,0.333,nan,7.459630489349365,box_inpainting,sea_anemone,wls
0,4,0.444,nan,21.8765869140625,box_inpainting,sea_anemone,wls
0,5,0.555,nan,101.64443969726562,box_inpainting,sea_anemone,wls
0,6,0.666,nan,547.61279296875,box_inpainting,sea_anemone,wls
0,7,0.777,nan,3996.43896484375,box_inpainting,sea_anemone,wls
0,8,0.888,nan,41359.83984375,box_inpainting,sea_anemone,wls
0,9,0.999,nan,620563.1875,box_inpainting,sea_anemone,wls
1,0,0.0,nan,128848.234375,box_inpainting,sea_anemone,wls
1,1,0.111,nan,239544.1875,box_inpainting,sea_anemone,wls
1,2,0.222,nan,519675.46875,box_inpainting,sea_anemone,wls
1,3,0.333,nan,1325423.0,box_inpainting,sea_anemone,wls
1,4,0.444,nan,3987778.75,box_inpainting,sea_anemone,wls
1,5,0.555,nan,14135760.0,box_inpainting,sea_anemone,wls
1,6,0.666,nan,58683976.0,box_inpainting,sea_anemone,wls
1,7,0.777,nan,282373312.0,box_inpainting,sea_anemone,wls
1,8,0.888,nan,1552842240.0,box_inpainting,sea_anemone,wls
1,9,0.999,nan,9597049856.0,box_inpainting,sea_anemone,wls
2,0,0.0,nan,3870251520.0,box_inpainting,sea_anemone,wls
2,1,0.111,nan,5553169408.0,box_inpainting,sea_anemone,wls
2,2,0.222,nan,8266436608.0,box_inpainting,sea_anemone,wls
2,3,0.333,nan,12697406464.0,box_inpainting,sea_anemone,wls
2,4,0.444,nan,19995498496.0,box_inpainting,sea_anemone,wls
2,5,0.555,nan,32051150848.0,box_inpainting,sea_anemone,wls
2,6,0.666,nan,51895676928.0,box_inpainting,sea_anemone,wls
2,7,0.777,nan,84225089536.0,box_inpainting,sea_anemone,wls
2,8,0.888,nan,136014331904.0,box_inpainting,sea_anemone,wls
2,9,0.999,nan,217190940672.0,box_inpainting,sea_anemone,wls
3,0,0.0,nan,121940566016.0,box_inpainting,sea_anemone,wls
3,1,0.111,nan,121437544448.0,box_inpainting,sea_anemone,wls
3,2,0.222,nan,120851316736.0,box_inpainting,sea_anemone,wls
3,3,0.333,nan,120145772544.0,box_inpainting,sea_anemone,wls
3,4,0.444,nan,119287840768.0,box_inpainting,sea_anemone,wls
3,5,0.555,nan,118249684992.0,box_inpainting,sea_anemone,wls
3,6,0.666,nan,117012955136.0,box_inpainting,sea_anemone,wls
3,7,0.777,nan,115584745472.0,box_inpainting,sea_anemone,wls
3,8,0.888,nan,114131206144.0,box_inpainting,sea_anemone,wls
3,9,0.999,nan,114131009536.0,box_inpainting,sea_anemone,wls
0,0,0.0,nan,0.07248273491859436,box_inpainting,sea_anemone,model
0,1,0.111,nan,0.07232707738876343,box_inpainting,sea_anemone,model
0,2,0.222,nan,0.06415536254644394,box_inpainting,sea_anemone,model
0,3,0.333,nan,0.05478937178850174,box_inpainting,sea_anemone,model
0,4,0.444,nan,0.0435679629445076,box_inpainting,sea_anemone,model
0,5,0.555,nan,0.039143145084381104,box_inpainting,sea_anemone,model
0,6,0.666,nan,0.048739880323410034,box_inpainting,sea_anemone,model
0,7,0.777,nan,0.058089565485715866,box_inpainting,sea_anemone,model
