image,stage,step,task,tau,T,e_k,gamma2_meas,mse_alg2,mse_alg2_miss,mse_alg2_obs,mse_model,mse_model_miss,mse_model_obs,mse_wls,mse_wls_miss,mse_wls_obs,resolution,s_k,score_err,score_err_g2,sigma_tau
sea_anemone,0,3,box_inpainting,0.333,58.275000000000006,0.25,0.009873627685010433,0.3539685010910034,1.4012657403945923,0.004869425669312477,0.14421938359737396,0.18534451723098755,0.13051100075244904,7.84604549407959,8.034855842590332,7.783108234405518,32,0.0,0.001189296948723495,0.001189021160826087,0.9167500000000001
shetland_sheepdog,0,3,box_inpainting,0.333,58.275000000000006,0.25,0.009873627685010433,23.636638641357422,94.5335693359375,0.004328474402427673,0.12456386536359787,0.17785583436489105,0.10679987072944641,8.022178649902344,7.980433940887451,8.036093711853027,32,0.0,0.0010272087529301643,0.0010298225097358227,0.9167500000000001
breastplate_armor,0,3,random_inpainting,0.333,58.275000000000006,0.25,0.009873627685010433,0.005102415569126606,0.005028681829571724,0.005262436810880899,0.07316391915082932,0.0716635137796402,0.07642021775245667,7.678866386413574,7.718481063842773,7.592891216278076,32,0.0,0.0006033420795574784,0.0006043699104338884,0.9167500000000001
crane_structure,0,3,random_inpainting,0.333,58.275000000000006,0.25,0.009873627685010433,0.020702537149190903,0.02206466533243656,0.017579711973667145,0.28708529472351074,0.28444385528564453,0.29314103722572327,8.127477645874023,8.148599624633789,8.079048156738281,32,0.0,0.002367432229220867,0.002369567286223173,0.9167500000000001
ibex_horns,0,3,random_inpainting,0.333,58.275000000000006,0.25,0.009873627685010433,0.028132759034633636,0.028363768011331558,0.027617543935775757,0.14881162345409393,0.14754562079906464,0.15163516998291016,7.479876518249512,7.7346882820129395,6.91157341003418,32,0.0,0.0012271665036678314,0.001229073153808713,0.9167500000000001
junco,0,3,random_inpainting,0.333,58.275000000000006,0.25,0.009873627685010433,0.009006164036691189,0.008927828632295132,0.009189115837216377,0.04882459342479706,0.04680563881993294,0.053539860993623734,7.399105072021484,7.620875835418701,6.881158351898193,32,0.0,0.00040262914262712,0.0004068410489708185,0.9167500000000001
lakeside_beach,0,3,random_inpainting,0.333,58.275000000000006,0.25,0.009873627685010433,0.0021803497802466154,0.0018644377123564482,0.002925073029473424,0.10271832346916199,0.10372114181518555,0.10035428404808044,7.912459373474121,7.804135322570801,8.16781997680664,32,0.0,0.0008470606990158558,0.0008509849430993199,0.9167500000000001
sea_anemone,0,3,random_inpainting,0.333,58.275000000000006,0.25,0.009873627685010433,0.006145235151052475,0.006287711672484875,0.00580620439723134,0.14421938359737396,0.14478664100170135,0.14286957681179047,7.84604549407959,7.832330226898193,7.878681182861328,32,0.0,0.001189296948723495,0.001189021160826087,0.9167500000000001
shetland_sheepdog,0,3,random_inpainting,0.333,58.275000000000006,0.25,0.009873627685010433,0.00712632667273283,0.006985961459577084,0.007433729711920023,0.12456386536359787,0.12270265817642212,0.12863993644714355,8.022178649902344,7.965091705322266,8.147199630737305,32,0.0,0.0010272087529301643,0.0010298225097358227,0.9167500000000001
breastplate_armor,0,3,gaussian_blur,0.333,58.275000000000006,0.25,0.009873627685010433,0.0050596739165484905,,,0.07316391915082932,,,7.678866386413574,,,32,0.0,0.0006033420795574784,0.0006043699104338884,0.9167500000000001
crane_structure,0,3,gaussian_blur,0.333,58.275000000000006,0.25,0.009873627685010433,0.01890578120946884,,,0.28708529472351074,,,8.127477645874023,,,32,0.0,0.002367432229220867,0.002369567286223173,0.9167500000000001
ibex_horns,0,3,gaussian_blur,0.333,58.275000000000006,0.25,0.009873627685010433,0.0292092002928257,,,0.14881162345409393,,,7.479876518249512,,,32,0.0,0.0012271665036678314,0.001229073153808713,0.9167500000000001
junco,0,3,gaussian_blur,0.333,58.275000000000006,0.25,0.009873627685010433,0.011335916817188263,,,0.04882459342479706,,,7.399105072021484,,,32,0.0,0.00040262914262712,0.0004068410489708185,0.9167500000000001
lakeside_beach,0,3,gaussian_blur,0.333,58.275000000000006,0.25,0.009873627685010433,0.0024070758372545242,,,0.10271832346916199,,,7.912459373474121,,,32,0.0,0.0008470606990158558,0.0008509849430993199,0.9167500000000001
sea_anemone,0,3,gaussian_blur,0.333,58.275000000000006,0.25,0.009873627685010433,0.006403938867151737,,,0.14421938359737396,,,7.84604549407959,,,32,0.0,0.001189296948723495,0.001189021160826087,0.9167500000000001
shetland_sheepdog,0,3,gaussian_blur,0.333,58.275000000000006,0.25,0.009873627685010433,0.008367180824279785,,,0.12456386536359787,,,8.022178649902344,,,32,0.0,0.0010272087529301643,0.0010298225097358227,0.9167500000000001
breastplate_armor,0,3,motion_blur,0.333,58.275000000000006,0.25,0.009873627685010433,0.028878768905997276,,,0.07316391915082932,,,7.678866386413574,,,32,0.0,0.0006033420795574784,0.0006043699104338884,0.9167500000000001
crane_structure,0,3,motion_blur,0.333,58.275000000000006,0.25,0.009873627685010433,0.07723448425531387,,,0.28708529472351074,,,8.127477645874023,,,32,0.0,0.002367432229220867,0.002369567286223173,0.9167500000000001
ibex_horns,0,3,motion_blur,0.333,58.275000000000006,0.25,0.009873627685010433,0.10614191740751266,,,0.14881162345409393,,,7.479876518249512,,,32,0.0,0.0012271665036678314,0.001229073153808713,0.9167500000000001
junco,0,3,motion_blur,0.333,58.275000000000006,0.25,0.009873627685010433,0.05000850558280945,,,0.04882459342479706,,,7.399105072021484,,,32,0.0,0.00040262914262712,0.0004068410489708185,0.9167500000000001
lakeside_beach,0,3,motion_blur,0.333,58.275000000000006,0.25,0.009873627685010433,0.020243201404809952,,,0.10271832346916199,,,7.912459373474121,,,32,0.0,0.0008470606990158558,0.0008509849430993199,0.9167500000000001
sea_anemone,0,3,motion_blur,0.333,58.275000000000006,0.25,0.009873627685010433,0.026192471385002136,,,0.14421938359737396,,,7.84604549407959,,,32,0.0,0.001189296948723495,0.001189021160826087,0.9167500000000001
shetland_sheepdog,0,3,motion_blur,0.333,58.275000000000006,0.25,0.009873627685010433,0.03266960382461548,,,0.12456386536359787,,,8.022178649902344,,,32,0.0,0.0010272087529301643,0.0010298225097358227,0.9167500000000001
breastplate_armor,0,3,superresolution,0.333,58.275000000000006,0.25,0.009873627685010433,0.005804440937936306,,,0.07316391915082932,,,7.678866386413574,,,32,0.0,0.0006033420795574784,0.0006043699104338884,0.9167500000000001
crane_structure,0,3,superresolution,0.333,58.275000000000006,0.25,0.009873627685010433,0.017347466200590134,,,0.28708529472351074,,,8.127477645874023,,,32,0.0,0.002367432229220867,0.002369567286223173,0.9167500000000001
ibex_horns,0,3,superresolution,0.333,58.275000000000006,0.25,0.009873627685010433,0.025310290977358818,,,0.14881162345409393,,,7.479876518249512,,,32,0.0,0.0012271665036678314,0.001229073153808713,0.9167500000000001
junco,0,3,superresolution,0.333,58.275000000000006,0.25,0.009873627685010433,0.011200068518519402,,,0.04882459342479706,,,7.399105072021484,,,32,0.0,0.00040262914262712,0.0004068410489708185,0.9167500000000001
lakeside_beach,0,3,superresolution,0.333,58.275000000000006,0.25,0.009873627685010433,0.003584005404263735,,,0.10271832346916199,,,7.912459373474121,,,32,0.0,0.0008470606990158558,0.0008509849430993199,0.9167500000000001
sea_anemone,0,3,superresolution,0.333,58.275000000000006,0.25,0.009873627685010433,0.006930900271981955,,,0.14421938359737396,,,7.84604549407959,,,32,0.0,0.001189296948723495,0.001189021160826087,0.9167500000000001
shetland_sheepdog,0,3,superresolution,0.333,58.275000000000006,0.25,0.009873627685010433,0.00875826459378004,,,0.12456386536359787,,,8.022178649902344,,,32,0.0,0.0010272087529301643,0.0010298225097358227,0.9167500000000001
breastplate_armor,0,4,box_inpainting,0.444,77.7,0.25,0.009073696099221706,12.355186462402344,49.408538818359375,0.00406891293823719,0.05999933183193207,0.06540095061063766,0.05819879099726677,7.67485237121582,7.493724822998047,7.735227584838867,32,0.0,0.0009353817440569401,0.0009401690913364291,0.889
crane_structure,0,4,box_inpainting,0.444,77.7,0.25,0.009073696099221706,12.471603393554688,49.84236145019531,0.014684528112411499,0.23199722170829773,0.19219274818897247,0.24526534974575043,8.063968658447266,7.6323561668396,8.207839965820312,32,0.0,0.0036168056540191174,0.0036222662311047316,0.889
ibex_horns,0,4,box_inpainting,0.444,77.7,0.25,0.009073696099221706,0.3505626618862152,1.3468090295791626,0.018480543047189713,0.14426034688949585,0.13693483173847198,0.14670218527317047,7.455608367919922,8.008466720581055,7.271321773529053,32,0.0,0.002248999662697315,0.0022526083048433065,0.889
junco,0,4,box_inpainting,0.444,77.7,0.25,0.009073696099221706,12.017385482788086,48.04649353027344,0.007681532762944698,0.05530748516321182,0.07535483688116074,0.04862503334879875,7.400612831115723,7.171415328979492,7.477011680603027,32,0.0,0.0008622363675385714,0.0008733164868317544,0.889
lakeside_beach,0,4,box_inpainting,0.444,77.7,0.25,0.009073696099221706,12.33900260925293,49.352294921875,0.0012374938232824206,0.08515778183937073,0.12173251062631607,0.07296620309352875,7.883639335632324,7.701754093170166,7.944266319274902,32,0.0,0.0013275984674692154,0.001336660236120224,0.889
sea_anemone,0,4,box_inpainting,0.444,77.7,0.25,0.009073696099221706,0.6688604354858398,2.6608312129974365,0.004870226606726646,0.10679404437541962,0.1335119754076004,0.09788805991411209,7.810023307800293,7.988583087921143,7.7505035400390625,32,0.0,0.0016649048775434494,0.0016652274644002318,0.889
shetland_sheepdog,0,4,box_inpainting,0.444,77.7,0.25,0.009073696099221706,12.507627487182617,50.01751708984375,0.004328413866460323,0.11965067684650421,0.1783117651939392,0.10009697079658508,8.00503158569336,7.969090938568115,8.017011642456055,32,0.0,0.0018653383012861013,0.0018716487102210522,0.889
breastplate_armor,0,4,random_inpainting,0.444,77.7,0.25,0.009073696099221706,0.005102296359837055,0.005028623156249523,0.005262186750769615,0.05999933183193207,0.058886297047138214,0.062414925545454025,7.67485237121582,7.7195234298706055,7.577902317047119,32,0.0,0.0009353817440569401,0.0009401690913364291,0.889
crane_structure,0,4,random_inpainting,0.444,77.7,0.25,0.009073696099221706,0.020702272653579712,0.022064387798309326,0.017579486593604088,0.23199722170829773,0.22911517322063446,0.23860454559326172,8.063968658447266,8.086048126220703,8.013350486755371,32,0.0,0.0036168056540191174,0.0036222662311047316,0.889
ibex_horns,0,4,random_inpainting,0.444,77.7,0.25,0.009073696099221706,0.028132498264312744,0.028363503515720367,0.027617285028100014,0.14426034688949585,0.1429930180311203,0.14708685874938965,7.455608367919922,7.7042999267578125,6.900954246520996,32,0.0,0.002248999662697315,0.0022526083048433065,0.889
junco,0,4,random_inpainting,0.444,77.7,0.25,0.009073696099221706,0.009006107226014137,0.008927842602133751,0.009188897907733917,0.05530748516321182,0.0522289052605629,0.062497518956661224,7.400612831115723,7.625114440917969,6.876286029815674,32,0.0,0.0008622363675385714,0.0008733164868317544,0.889
lakeside_beach,0,4,random_inpainting,0.444,77.7,0.25,0.009073696099221706,0.002180282725021243,0.0018644027877599,0.002924930537119508,0.08515778183937073,0.08600637316703796,0.08315733820199966,7.883639335632324,7.775001049041748,8.139739990234375,32,0.0,0.0013275984674692154,0.001336660236120224,0.889
sea_anemone,0,4,random_inpainting,0.444,77.7,0.25,0.009073696099221706,0.0061451755464077,0.006287622731178999,0.005806216970086098,0.10679404437541962,0.10755342990159988,0.10498702526092529,7.810023307800293,7.795950412750244,7.843509674072266,32,0.0,0.0016649048775434494,0.0016652274644002318,0.889
shetland_sheepdog,0,4,random_inpainting,0.444,77.7,0.25,0.009073696099221706,0.007126280572265387,0.006985869258642197,0.007433784194290638,0.11965067684650421,0.11776883155107498,0.12377195805311203,8.00503158569336,7.942923069000244,8.141048431396484,32,0.0,0.0018653383012861013,0.0018716487102210522,0.889
breastplate_armor,0,4,gaussian_blur,0.444,77.7,0.25,0.009073696099221706,0.005059301853179932,,,0.05999933183193207,,,7.67485237121582,,,32,0.0,0.0009353817440569401,0.0009401690913364291,0.889
crane_structure,0,4,gaussian_blur,0.444,77.7,0.25,0.009073696099221706,0.018905524164438248,,,0.23199722170829773,,,8.063968658447266,,,32,0.0,0.0036168056540191174,0.0036222662311047316,0.889
ibex_horns,0,4,gaussian_blur,0.444,77.7,0.25,0.009073696099221706,0.02920876443386078,,,0.14426034688949585,,,7.455608367919922,,,32,0.0,0.002248999662697315,0.0022526083048433065,0.889
junco,0,4,gaussian_blur,0.444,77.7,0.25,0.009073696099221706,0.011335764080286026,,,0.05530748516321182,,,7.400612831115723,,,32,0.0,0.0008622363675385714,0.0008733164868317544,0.889
lakeside_beach,0,4,gaussian_blur,0.444,77.7,0.25,0.009073696099221706,0.002407094230875373,,,0.08515778183937073,,,7.883639335632324,,,32,0.0,0.0013275984674692154,0.001336660236120224,0.889
sea_anemone,0,4,gaussian_blur,0.444,77.7,0.25,0.009073696099221706,0.006404031068086624,,,0.10679404437541962,,,7.810023307800293,,,32,0.0,0.0016649048775434494,0.0016652274644002318,0.889
shetland_sheepdog,0,4,gaussian_blur,0.444,77.7,0.25,0.009073696099221706,0.00836696196347475,,,0.11965067684650421,,,8.00503158569336,,,32,0.0,0.0018653383012861013,0.0018716487102210522,0.889
breastplate_armor,0,4,motion_blur,0.444,77.7,0.25,0.009073696099221706,0.028879914432764053,,,0.05999933183193207,,,7.67485237121582,,,32,0.0,0.0009353817440569401,0.0009401690913364291,0.889
crane_structure,0,4,motion_blur,0.444,77.7,0.25,0.009073696099221706,0.07717372477054596,,,0.23199722170829773,,,8.063968658447266,,,32,0.0,0.0036168056540191174,0.0036222662311047316,0.889
ibex_horns,0,4,motion_blur,0.444,77.7,0.25,0.009073696099221706,0.10607166588306427,,,0.14426034688949585,,,7.455608367919922,,,32,0.0,0.002248999662697315,0.0022526083048433065,0.889
junco,0,4,motion_blur,0.444,77.7,0.25,0.009073696099221706,0.049993790686130524,,,0.05530748516321182,,,7.400612831115723,,,32,0.0,0.0008622363675385714,0.0008733164868317544,0.889
lakeside_beach,0,4,motion_blur,0.444,77.7,0.25,0.009073696099221706,0.02020604908466339,,,0.08515778183937073,,,7.883639335632324,,,32,0.0,0.0013275984674692154,0.001336660236120224,0.889
sea_anemone,0,4,motion_blur,0.444,77.7,0.25,0.009073696099221706,0.02620057389140129,,,0.10679404437541962,,,7.810023307800293,,,32,0.0,0.0016649048775434494,0.0016652274644002318,0.889
shetland_sheepdog,0,4,motion_blur,0.444,77.7,0.25,0.009073696099221706,0.03265208750963211,,,0.11965067684650421,,,8.00503158569336,,,32,0.0,0.0018653383012861013,0.0018716487102210522,0.889
breastplate_armor,0,4,superresolution,0.444,77.7,0.25,0.009073696099221706,0.0058037410490214825,,,0.05999933183193207,,,7.67485237121582,,,32,0.0,0.0009353817440569401,0.0009401690913364291,0.889
crane_structure,0,4,superresolution,0.444,77.7,0.25,0.009073696099221706,0.017346994951367378,,,0.23199722170829773,,,8.063968658447266,,,32,0.0,0.0036168056540191174,0.0036222662311047316,0.889
ibex_horns,0,4,superresolution,0.444,77.7,0.25,0.009073696099221706,0.025309033691883087,,,0.14426034688949585,,,7.455608367919922,,,32,0.0,0.002248999662697315,0.0022526083048433065,0.889
junco,0,4,superresolution,0.444,77.7,0.25,0.009073696099221706,0.011199760250747204,,,0.05530748516321182,,,7.400612831115723,,,32,0.0,0.0008622363675385714,0.0008733164868317544,0.889
lakeside_beach,0,4,superresolution,0.444,77.7,0.25,0.009073696099221706,0.0035838305484503508,,,0.08515778183937073,,,7.883639335632324,,,32,0.0,0.0013275984674692154,0.001336660236120224,0.889
sea_anemone,0,4,superresolution,0.444,77.7,0.25,0.009073696099221706,0.006931097712367773,,,0.10679404437541962,,,7.810023307800293,,,32,0.0,0.0016649048775434494,0.0016652274644002318,0.889
shetland_sheepdog,0,4,superresolution,0.444,77.7,0.25,0.009073696099221706,0.00875795353204012,,,0.11965067684650421,,,8.00503158569336,,,32,0.0,0.0018653383012861013,0.0018716487102210522,0.889
breastplate_armor,0,5,box_inpainting,0.555,97.12500000000001,0.25,0.008365506306290627,7.423282146453857,29.680923461914062,0.004068541806191206,0.055292364209890366,0.055006831884384155,0.05538754165172577,7.662417411804199,7.465578556060791,7.728030681610107,32,0.0,0.0014350686687976122,0.0014445912092924118,0.86125
crane_structure,0,5,box_inpainting,0.555,97.12500000000001,0.25,0.008365506306290627,7.529749870300293,30.0749454498291,0.014684504829347134,0.17925511300563812,0.1498313993215561,0.18906299769878387,8.004547119140625,7.592478275299072,8.1419038772583,32,0.0,0.004652421921491623,0.004663698375225067,0.86125
ibex_horns,0,5,box_inpainting,0.555,97.12500000000001,0.25,0.008365506306290627,0.43892258405685425,1.7002366781234741,0.018484536558389664,0.13813906908035278,0.129811629652977,0.14091487228870392,7.427297115325928,7.980787754058838,7.242799758911133,32,0.0,0.003585288068279624,0.003589560044929385,0.86125
junco,0,5,box_inpainting,0.555,97.12500000000001,0.25,0.008365506306290627,7.233832836151123,28.91228485107422,0.007681694347411394,0.06103275343775749,0.0848279818892479,0.053101010620594025,7.390191555023193,7.157342433929443,7.467807292938232,32,0.0,0.0015840560663491488,0.001605507335625589,0.86125
lakeside_beach,0,5,box_inpainting,0.555,97.12500000000001,0.25,0.008365506306290627,7.430505275726318,29.718307495117188,0.0012373472563922405,0.06790958344936371,0.09610908478498459,0.05850974842905998,7.853053092956543,7.6439361572265625,7.922759056091309,32,0.0,0.0017625385662540793,0.0017787385731935501,0.86125
sea_anemone,0,5,box_inpainting,0.555,97.12500000000001,0.25,0.008365506306290627,1.3402498960494995,5.346385955810547,0.004871224984526634,0.08197196573019028,0.09806859493255615,0.07660642266273499,7.786883354187012,7.962680816650391,7.728283405303955,32,0.0,0.0021275163162499666,0.0021300099324434996,0.86125
shetland_sheepdog,0,5,box_inpainting,0.555,97.12500000000001,0.25,0.008365506306290627,7.5172882080078125,30.056169509887695,0.004328341223299503,0.11137337982654572,0.17301279306411743,0.09082690626382828,7.981481075286865,7.9460272789001465,7.9932990074157715,32,0.0,0.002890606177970767,0.0029021012596786022,0.86125
breastplate_armor,0,5,random_inpainting,0.555,97.12500000000001,0.25,0.008365506306290627,0.005102159455418587,0.0050285449251532555,0.005261923186480999,0.055292364209890366,0.05457669124007225,0.05684557184576988,7.662417411804199,7.708959102630615,7.561408519744873,32,0.0,0.0014350686687976122,0.0014445912092924118,0.86125
crane_structure,0,5,random_inpainting,0.555,97.12500000000001,0.25,0.008365506306290627,0.0207019355148077,0.02206401713192463,0.017579220235347748,0.17925511300563812,0.1764175146818161,0.18576063215732574,8.004547119140625,8.02733039855957,7.952315807342529,32,0.0,0.004652421921491623,0.004663698375225067,0.86125
ibex_horns,0,5,random_inpainting,0.555,97.12500000000001,0.25,0.008365506306290627,0.02813214436173439,0.028363145887851715,0.027616940438747406,0.13813906908035278,0.13687938451766968,0.14094850420951843,7.427297115325928,7.669107913970947,6.8879899978637695,32,0.0,0.003585288068279624,0.003589560044929385,0.86125
junco,0,5,random_inpainting,0.555,97.12500000000001,0.25,0.008365506306290627,0.009006022475659847,0.008927831426262856,0.00918863620609045,0.06103275343775749,0.057171959429979324,0.07004965096712112,7.390191555023193,7.617476463317871,6.859365463256836,32,0.0,0.0015840560663491488,0.001605507335625589,0.86125
